Folder ID,Full Folder Path,Folder Depth,Folder Name,Files Written
17cHv-PQppi4WKdAsaZUCkRk04nsxZIoM,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / missed_visit_audit-20260309-01,5,missed_visit_audit-20260309-01,0
1mjkc4Fyx3gcPdGuaVvuw6wLa194bZ_RG,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / medication_management_audit-20260309-01,5,medication_management_audit-20260309-01,0
1IF4HJwQNt5KgscYKS4aF2h7GtUHamNqw,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / medical_necessity_audit-20260309-01,5,medical_necessity_audit-20260309-01,0
1uh58u-JyfTcbWEPmmsYbigjTvW1TmTdX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / license_exclusion_audit-20260309-01,5,license_exclusion_audit-20260309-01,0
1IRkXRmtrgQnWW0kqNQqlIfi05WIta2zr,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / infection_control_audit-20260309-01,5,infection_control_audit-20260309-01,0
1V012_BhlZAiCoZn-0rn0V6ONm9N504Hf,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / clinical_record_completeness_audit-20260309-01,5,clinical_record_completeness_audit-20260309-01,0
1aPvL6G95tW8gdLYCMSZTDwjjIw7Edg8A,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / care_coordination_audit-20260309-01,5,care_coordination_audit-20260309-01,0
1w5gBjb9rqnFIFkQDbUUTqtyclbOxj5oo,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / authorization_audit-20260309-01,5,authorization_audit-20260309-01,0
1wrOM3vQGnRrHUM-oj6973sUX_7h3Gyag,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / hha_skill_observation-20260225-01,5,hha_skill_observation-20260225-01,0
1RmdUbvKiJCSq7tcxQ8tWywdTHBRysv-3,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / post_bill_audit-20260216-01,5,post_bill_audit-20260216-01,0
1Y1lzdR5XT0tARKQ0lRq1NJ2zceqQCNag,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / visit_documentation_audit-20260209-01,5,visit_documentation_audit-20260209-01,0
1pIjjIO01AT7ktGY9dJwfF7scpEYTLEGS,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / pre_bill_audit-20260209-01,5,pre_bill_audit-20260209-01,0
14Fl9LoLhU1N1gST0LWEfcW9nRjyR1neL,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / plan_of_care_audit-20260209-01,5,plan_of_care_audit-20260209-01,0
1EwqyePKncVNkjMyG_VQV0R4LBoaqOFTq,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / orders_alignment_audit-20260209-01,5,orders_alignment_audit-20260209-01,0
1TWu_X-iskTsVOBmy3Vy7oFG0k0KhyICm,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / oasis_accuracy_audit-20260209-01,5,oasis_accuracy_audit-20260209-01,0
122kUAWrqf3hJpTHuQP5j2yFYzclfA4DC,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / missed_visit_audit-20260209-01,5,missed_visit_audit-20260209-01,0
1P-LzML8_brzxIExMwTAiH968uUMRhgta,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / medication_management_audit-20260209-01,5,medication_management_audit-20260209-01,0
1fS1v26R1vwyfh5LRi3KC3DqrxZV43tZ6,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / medical_necessity_audit-20260209-01,5,medical_necessity_audit-20260209-01,0
1Vny3opTLuiRvXlGZAYjXukuGPhx1OVBu,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / license_exclusion_audit-20260209-01,5,license_exclusion_audit-20260209-01,0
1atA1n-1hK9WtFBhY7m5FzXweQajlioJE,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / infection_control_audit-20260209-01,5,infection_control_audit-20260209-01,0
1pNz5r9RCK5cDM8iH6OzL7NAn1rfefqmU,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / hha_aide_inservice-20260209-01,5,hha_aide_inservice-20260209-01,0
14SfZIkjCB9BOtBDiiSOc9YM2ErEmDyZa,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / clinical_record_completeness_audit-20260209-01,5,clinical_record_completeness_audit-20260209-01,0
1xO9vETgCVulUVrSNAIBjJdTr5U-X1VI2,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / care_coordination_audit-20260209-01,5,care_coordination_audit-20260209-01,0
1IfQlIgK90tuhbcMSOuzXIYDs2yqlWwGI,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / authorization_audit-20260209-01,5,authorization_audit-20260209-01,0
1bSxnD83h_F3K1p-kjqDCOlIcA0VXMKq_,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / February / qapi_meeting-20260205-04,5,qapi_meeting-20260205-04,0
1q-Vj7yQrRbckBynBtTjMMv2E2XIU5htV,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / ep_staff_training-20260122-01,5,ep_staff_training-20260122-01,0
1W4V1mfi4A0mUZKELYIH5ROtLJ5th1VDz,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / ep_plan_review-20260115-01,5,ep_plan_review-20260115-01,0
19icEhGaKfCN7HweQJyR65577ECg7iUiY,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / post_bill_audit-20260114-01,5,post_bill_audit-20260114-01,0
1ZFpO2Ox2Z0ijldZ9uxjmvdWRhq6yHan3,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / governance_packet_review-20260108-01,5,governance_packet_review-20260108-01,0
1AFfLfvH_L7aP2XYWSYTI0Q-iiiTTmZ1f,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / visit_documentation_audit-20260107-01,5,visit_documentation_audit-20260107-01,0
1wXsDEWVBKAMy7KVwAoN0KWJV4COA9BIc,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / pre_bill_audit-20260107-01,5,pre_bill_audit-20260107-01,0
1dcOgJHMNdnl7OD73JUDThCi49mZar7m5,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / plan_of_care_audit-20260107-01,5,plan_of_care_audit-20260107-01,0
1iAyW8BJ7vIX1tG0sqNIqn_3zcQdy9bJU,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / orders_alignment_audit-20260107-01,5,orders_alignment_audit-20260107-01,0
1CHvo1N89LUljBRFenaP08S57F6b_yw-z,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / oasis_accuracy_audit-20260107-01,5,oasis_accuracy_audit-20260107-01,0
1KirdZtzQzbFyYZ27wiC9dNZi2wBVIj-x,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / missed_visit_audit-20260107-01,5,missed_visit_audit-20260107-01,0
1SUGBY2Vo231XmI1jl31iqULbGqsCJM6X,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / medication_management_audit-20260107-01,5,medication_management_audit-20260107-01,0
1eiogBi-ro7pC_06-F_8p55PbTEjO1VNh,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / medical_necessity_audit-20260107-01,5,medical_necessity_audit-20260107-01,0
1fFtGLxKu1QvXkrLVVG5_aP9L4xTNAZTd,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / license_exclusion_audit-20260107-01,5,license_exclusion_audit-20260107-01,0
1vWqH4BAQ1Bgx1wXfWu2-BdSTDvdJZSF0,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / infection_control_audit-20260107-01,5,infection_control_audit-20260107-01,0
1A9mdTQLD_wxM2sVitgO6f95jWu-F8FC7,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / clinical_record_completeness_audit-20260107-01,5,clinical_record_completeness_audit-20260107-01,0
1jmU48zEomzL2i_TLw9-x63fYZXJkyDZ4,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / care_coordination_audit-20260107-01,5,care_coordination_audit-20260107-01,0
1M4v2jenZaTRHJyXQLab-mFUDaHDyCjBi,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / authorization_audit-20260107-01,5,authorization_audit-20260107-01,0
13_sCKoNqZlTI34mJfoLyAEDoS_raAK91,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / incident_report-20260101-01,5,incident_report-20260101-01,0
1tq8cISik2KfqgxxMLO2Fu-IlKG_urL-a,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / January / complaint_investigation-20260101-01,5,complaint_investigation-20260101-01,0
1Y_RnjmhOLtXssecZ-fLbWzmDZm4iEBya,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / hhcahps_filing-20260331-01,5,hhcahps_filing-20260331-01,0
1WU70Jt5dwHGxKcnfJwtByBIjVuT8F-8w,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / infection_control_review_quarterly-20260325-01,5,infection_control_review_quarterly-20260325-01,0
1pSlyyd1shP3AwYy8LQNavR08_4oedWyd,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / incident_response_audit-20260323-01,5,incident_response_audit-20260323-01,0
1gfKbbN5r5tjqgiiNYNBRh_9Xq8C-Pglb,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / documentation_alignment_audit-20260323-01,5,documentation_alignment_audit-20260323-01,0
132ZlOCNpVs-UuuBv0-UT056JBORKvj4R,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / ep_exercise-20260318-01,5,ep_exercise-20260318-01,0
1ZWwbkjtHR6SYoSF0Oylwe1L45msbC61c,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / staff_file_audit-20260316-01,5,staff_file_audit-20260316-01,0
1ql6lMy_z4YYjy8KdWhPio5NxBORItGaC,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / post_bill_audit-20260316-01,5,post_bill_audit-20260316-01,0
1EWB2uyYBIqiaHd0n_ormlYpBAcw-c790,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / internal_compliance_audit-20260316-01,5,internal_compliance_audit-20260316-01,0
1H44tlG6o5Riv25qo2oVwLz6oEoLMbxnX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / hha_aide_observation-20260311-01,5,hha_aide_observation-20260311-01,0
1yWfsXBr0dm57vpBWrT0Osj9qG_wmj9t0,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / visit_documentation_audit-20260309-01,5,visit_documentation_audit-20260309-01,0
1Uczfi5hcMInyoyTz9ruADIl2Tf3Y2qVg,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / pre_bill_audit-20260309-01,5,pre_bill_audit-20260309-01,0
1s1-nPm9XHRHaj2wgqE_vhfNWan0pw880,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / plan_of_care_audit-20260309-01,5,plan_of_care_audit-20260309-01,0
15ZnhIQQkuXbNDHPhk6ywc7XumLzgPN9J,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / orders_alignment_audit-20260309-01,5,orders_alignment_audit-20260309-01,0
1FSgi70RVdjmlzPp7HEJHJJByELgeabMZ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / oasis_accuracy_audit-20260309-01,5,oasis_accuracy_audit-20260309-01,0
10sXNBhxX9i6qT7bACm17huzQ8tSTOLKF,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / missed_visit_audit-20260309-01,5,missed_visit_audit-20260309-01,0
12eEnSjveFGY-hFW7o6oqamYZ6dh_nXKs,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / medication_management_audit-20260309-01,5,medication_management_audit-20260309-01,0
1oWLlGC4wRf-pqGkUXkQeK5NehX63PEr9,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / medical_necessity_audit-20260309-01,5,medical_necessity_audit-20260309-01,0
1pjtR6PsPIrTXwPNoGJeV-bhGVPsAzQII,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / license_exclusion_audit-20260309-01,5,license_exclusion_audit-20260309-01,0
1NUa6GSUogPgpr2rJC2m2jjgT34mWz1YQ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / infection_control_audit-20260309-01,5,infection_control_audit-20260309-01,0
1aBPGuHb7nYc_FXuL3nm4Sfgki_OK9E7p,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / clinical_record_completeness_audit-20260309-01,5,clinical_record_completeness_audit-20260309-01,0
1XMdcDKmji4cBS7LmmWFCO_vQHX0YX-g6,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / care_coordination_audit-20260309-01,5,care_coordination_audit-20260309-01,0
1b2LaAX4iTIYiy7ZCv3fdZPFJjEvXLdCz,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / March / authorization_audit-20260309-01,5,authorization_audit-20260309-01,0
1tgaPB_lRbjKkrK-rDwUmKbKtjOq_fCfC,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / hha_skill_observation-20260225-01,5,hha_skill_observation-20260225-01,0
11SLbL5ia1TPJ1E0DQKqHEaaPz2WP1F_A,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / post_bill_audit-20260216-01,5,post_bill_audit-20260216-01,0
1vMUJf8tk1yaLlULuqX3nh03CbmFTEC15,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / visit_documentation_audit-20260209-01,5,visit_documentation_audit-20260209-01,0
10FWAp06Dr6d29oxoD7-Y2Dl6HxopyhMd,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / pre_bill_audit-20260209-01,5,pre_bill_audit-20260209-01,0
1ZM0t0fcGeNTDr9Agb6e-1tCUyqQcgOle,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / plan_of_care_audit-20260209-01,5,plan_of_care_audit-20260209-01,0
1qzhMQRR341bMJaGvnTBX5DclD3HZ288i,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / orders_alignment_audit-20260209-01,5,orders_alignment_audit-20260209-01,0
1Y6UINgCxaHoGLTXG0gZwxunEwYEGvjIW,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / oasis_accuracy_audit-20260209-01,5,oasis_accuracy_audit-20260209-01,0
1eQnDPpjnEJlkLCyesi83xs2PNrUsZBA0,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / missed_visit_audit-20260209-01,5,missed_visit_audit-20260209-01,0
1kG9rtBgxFt0TDbJCAeOAs1KZxn_398BN,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / medication_management_audit-20260209-01,5,medication_management_audit-20260209-01,0
1cfCOyqYXS_agXH3Gg0htJy4rMiLTAWeG,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / medical_necessity_audit-20260209-01,5,medical_necessity_audit-20260209-01,0
1wtaWTFV8MkAk0XL3Z0i23LjzwM5eQdWu,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / license_exclusion_audit-20260209-01,5,license_exclusion_audit-20260209-01,0
1C4tQbzRxo6leSGphry2X3lTnw0Xhj23n,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / infection_control_audit-20260209-01,5,infection_control_audit-20260209-01,0
1Q1mdQEyJRPp3z600Ndt6SfVivEvVsZvz,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / hha_aide_inservice-20260209-01,5,hha_aide_inservice-20260209-01,0
1jygPbp05rpQUfRMhatFVHFshEl-RIYuV,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / clinical_record_completeness_audit-20260209-01,5,clinical_record_completeness_audit-20260209-01,0
1rOtMTiXkoas8Xwja6FMr4YunHDUEWZoP,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / care_coordination_audit-20260209-01,5,care_coordination_audit-20260209-01,0
196DqyDXGIn224soP5bN8lc58YnI6S1Xv,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / authorization_audit-20260209-01,5,authorization_audit-20260209-01,0
1Doj8jzB54TxFD2btELkA9jX3cwmdBeMb,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / February / qapi_meeting-20260205-04,5,qapi_meeting-20260205-04,0
1b-eAGBeArWAWEHbv8KCAZVtxoImT6f_h,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / ep_staff_training-20260122-01,5,ep_staff_training-20260122-01,0
15dGu4oeJpfGJ5mzVA-3CZGPvqlJMw5OP,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / ep_plan_review-20260115-01,5,ep_plan_review-20260115-01,0
1Hp7a7noVr7_MacR9fMn77FlED1YRbN2F,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / post_bill_audit-20260114-01,5,post_bill_audit-20260114-01,0
1TfrRyPnJQLqLmJct7JtJlFzNMcL_iAlZ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / governance_packet_review-20260108-01,5,governance_packet_review-20260108-01,0
1J2hs5wEaGx4J-4RyaS94ESJgNxG5si9d,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / visit_documentation_audit-20260107-01,5,visit_documentation_audit-20260107-01,0
15lEDs62914JL1Ct9p2ld8J9jXIeMe0MD,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / pre_bill_audit-20260107-01,5,pre_bill_audit-20260107-01,0
1Id5SbZdfhARLQX_dxIlStamyynHIxL-K,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / plan_of_care_audit-20260107-01,5,plan_of_care_audit-20260107-01,0
1jCzRHGCZ8CLZMUKh1IGLYgIF0RlD9nij,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / orders_alignment_audit-20260107-01,5,orders_alignment_audit-20260107-01,0
1QvFxZy3NZlVCR5bHYQcM1eQv6dLSgyUl,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / oasis_accuracy_audit-20260107-01,5,oasis_accuracy_audit-20260107-01,0
1Z08Z7OUmwsUk8HJNj4dm_mHFTUfBTUA6,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / missed_visit_audit-20260107-01,5,missed_visit_audit-20260107-01,0
1b3FJEMFoNKWqSv2vgJ9Ba-pkklnycdD1,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / medication_management_audit-20260107-01,5,medication_management_audit-20260107-01,0
11QYrBTj7j8KApUW1Kq32F5aLdsv1uhiI,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / medical_necessity_audit-20260107-01,5,medical_necessity_audit-20260107-01,0
1JgzJb5VOrKYubKaEEroQtrv3Z5eYJDKH,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / license_exclusion_audit-20260107-01,5,license_exclusion_audit-20260107-01,0
14sewTSQnLBTej3zXNk9-yh98PzaJsavB,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / infection_control_audit-20260107-01,5,infection_control_audit-20260107-01,0
1DgWJSzAa-J6NLw_LLZ4sWcbFaOSa1auX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / clinical_record_completeness_audit-20260107-01,5,clinical_record_completeness_audit-20260107-01,0
1gCzHV2xNwseCmiWNKT9ZuvB6f6j4kAib,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / care_coordination_audit-20260107-01,5,care_coordination_audit-20260107-01,0
1CnPEgHM4W8xPYd4IVnXi5qZfp7YvFeEw,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / authorization_audit-20260107-01,5,authorization_audit-20260107-01,0
1cXI6qbQUvoCesocMJ2t7uoj4wLsSap90,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / incident_report-20260101-01,5,incident_report-20260101-01,0
10YpJXt0AGPnolc2ushPDZ4YNTCuY32zT,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 2 / January / complaint_investigation-20260101-01,5,complaint_investigation-20260101-01,0
1FPKqUNa3ke3qG5DfOlL5XXiJjMErW307,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / hha_skill_observation-20260225-01,5,hha_skill_observation-20260225-01,0
1sxv95kU2raAvb6KV1RlKTdP-ExNN-BkC,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / post_bill_audit-20260216-01,5,post_bill_audit-20260216-01,0
1dGDVjqMupDSlvNsE8I89_569j6geqkbJ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / visit_documentation_audit-20260209-01,5,visit_documentation_audit-20260209-01,0
1iPXAAm8JIsiyMSyfCpyGY5KBEnulcpp9,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / pre_bill_audit-20260209-01,5,pre_bill_audit-20260209-01,0
1cJ61uAAOZp-mDE1vPIYWxtk_WZhJ4meV,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / plan_of_care_audit-20260209-01,5,plan_of_care_audit-20260209-01,0
1L12L9ue_Nu4NFE1K7H3-4BJUhHqRv9GF,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / orders_alignment_audit-20260209-01,5,orders_alignment_audit-20260209-01,0
1Rz2WCzECESe08I-OytN7T04kO9dk03Jj,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / oasis_accuracy_audit-20260209-01,5,oasis_accuracy_audit-20260209-01,0
1VGxgsXbeE_Tl3NObcFyMRHST9vhPFMf2,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / missed_visit_audit-20260209-01,5,missed_visit_audit-20260209-01,0
1S6wW-9ecUz_bI4l75EXA2xBwB73fX2cI,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / medication_management_audit-20260209-01,5,medication_management_audit-20260209-01,0
1j0aZVQQDhDZ-eZ_wh36EXFoDJRWEw5f4,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / medical_necessity_audit-20260209-01,5,medical_necessity_audit-20260209-01,0
1Sle-hSW3RAdtXqEOKjs-TZhgRVHRUERH,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / license_exclusion_audit-20260209-01,5,license_exclusion_audit-20260209-01,0
1E5XlmbDLkLGpHxZjHdJR7aJ9KuHzgTfU,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / infection_control_audit-20260209-01,5,infection_control_audit-20260209-01,0
14ohhRJ_pOnr59Hveq7thv8izlBT_Bekt,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / hha_aide_inservice-20260209-01,5,hha_aide_inservice-20260209-01,0
1Kxr8PZ-S1IYS6ByYH1YWZ0sG4jAWYO7X,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / clinical_record_completeness_audit-20260209-01,5,clinical_record_completeness_audit-20260209-01,0
124oJ8aahUxMcfgXE7fTHkMC2ZpMeH7tO,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / care_coordination_audit-20260209-01,5,care_coordination_audit-20260209-01,0
1msVNbWpr9UzzeAOPyBLq9-LM3ASsk7aN,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / authorization_audit-20260209-01,5,authorization_audit-20260209-01,0
1P_BC7ntUgXS6sTndJBo96d5IRqP_OUWa,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / February / qapi_meeting-20260205-04,5,qapi_meeting-20260205-04,0
1FdsBm-pxskElPs9Fi21dbpOl6GnyL66w,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / ep_staff_training-20260122-01,5,ep_staff_training-20260122-01,0
1YVbc_9xqIhH3zSomTOXhdCiipNsbI-97,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / ep_plan_review-20260115-01,5,ep_plan_review-20260115-01,0
1Q26dq73OC499Aadw9p0weP-mB3AQEc2e,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / post_bill_audit-20260114-01,5,post_bill_audit-20260114-01,0
1eU62GLqyKeriIBj3osijvVkvdGMh9E3S,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / governance_packet_review-20260108-01,5,governance_packet_review-20260108-01,0
1Ri6oUeod2OyXjb1NyXNBsDk30RSFv8cf,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / visit_documentation_audit-20260107-01,5,visit_documentation_audit-20260107-01,0
1aB6UUtrcWZiswKRvhhI3rbO1l1y0oYkK,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / pre_bill_audit-20260107-01,5,pre_bill_audit-20260107-01,0
1O5GUx35cAQ8Mf0hZGJKGfHf_iIOJ2Sli,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / plan_of_care_audit-20260107-01,5,plan_of_care_audit-20260107-01,0
1wDotNZgZjBOyM04P9qGtYqzi_wQDSSVi,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 1 / January / orders_alignment_audit-20260107-01,5,orders_alignment_audit-20260107-01,0
