module_id,module_title,lesson_id,lesson_title,role_applicability,pp_codes,federal_regulation_references,cms_cop_references,california_title22_references,achc_hh_standards,workflow_ids,form_ids,evidence_requirements,survey_criticality,risk_level,retraining_frequency,remediation_required,competency_required,evidence_generation_required,achc_mapping_confidence,regulation_mapping_confidence,mapping_review_required
Module-M30,Office Operations / Evidence Handling,Module-M30-L01,Scheduling compliance,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M30,Office Operations / Evidence Handling,Module-M30-L02,Authorization tracking,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M30,Office Operations / Evidence Handling,Module-M30-L03,Complaint routing and escalation,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M30,Office Operations / Evidence Handling,Module-M30-L04,PHI handling — office context,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M30,Office Operations / Evidence Handling,Module-M30-L05,Communication workflows,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M30,Office Operations / Evidence Handling,Module-M30-L06,Evidence handling and document control,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M31,QAPI Program / Committee,Module-M31-L01,QAPI program overview,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M31,QAPI Program / Committee,Module-M31-L02,QAPI committee structure and participation,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M31,QAPI Program / Committee,Module-M31-L03,Performance Improvement Project (PIP),RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M32,RCA / Corrective Action / Trend Monitoring,Module-M32-L01,Root cause analysis,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M32,RCA / Corrective Action / Trend Monitoring,Module-M32-L02,Corrective action planning,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M32,RCA / Corrective Action / Trend Monitoring,Module-M32-L03,Trend analysis and outcome monitoring,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M33,Chart / OASIS / Patient Data Review,Module-M33-L01,Chart audits,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M33,Chart / OASIS / Patient Data Review,Module-M33-L02,OASIS review and submission,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,CRITICAL,CRITICAL,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M33,Chart / OASIS / Patient Data Review,Module-M33-L03,Patient satisfaction data,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M34,Surveillance / Drill Evaluation / Audit Evidence,Module-M34-L01,Infection surveillance,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M34,Surveillance / Drill Evaluation / Audit Evidence,Module-M34-L02,Drill evaluation and after-action review,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M34,Surveillance / Drill Evaluation / Audit Evidence,Module-M34-L03,Audit evidence standards,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M35,Governing Body / Administrator Accountability,Module-M35-L01,Governing body responsibilities,Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M35,Governing Body / Administrator Accountability,Module-M35-L02,Administrator authority and accountability,Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M36,DON / Compliance / Privacy Officer Roles,Module-M36-L01,Director of Nursing responsibilities,RN|LVN|Admin|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M36,DON / Compliance / Privacy Officer Roles,Module-M36-L02,Compliance officer role and program oversight,Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M36,DON / Compliance / Privacy Officer Roles,Module-M36-L03,Privacy officer role and responsibilities,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M37,Survey Readiness / Policy / Risk Management,Module-M37-L01,Survey readiness and regulatory compliance,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M37,Survey Readiness / Policy / Risk Management,Module-M37-L02,Policy lifecycle management,RN|LVN|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M37,Survey Readiness / Policy / Risk Management,Module-M37-L03,Risk management program,RN|LVN|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M38,QAPI / Clinical Supervision Leadership,Module-M38-L01,QAPI leadership responsibilities,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M38,QAPI / Clinical Supervision Leadership,Module-M38-L02,Clinical supervision program,RN|LVN|Admin|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M39,Competency / Preceptor / Emergency Leadership,Module-M39-L01,Competency program management,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M39,Competency / Preceptor / Emergency Leadership,Module-M39-L02,Preceptor and orientation program,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M39,Competency / Preceptor / Emergency Leadership,Module-M39-L03,Emergency management leadership,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M40,Incident / Vendor Oversight,Module-M40-L01,Incident oversight and follow-up,RN|LVN|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,CRITICAL,CRITICAL,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M40,Incident / Vendor Oversight,Module-M40-L02,Vendor management and Business Associate oversight,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
